originalPlace	interpretedPlace	longitude	latitude	xmin	xmax	ymin	ymax	uncertainty
'Corporacin para el Desarrollo Sostenible del Sur de la Amazonia', 'Mocoa, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Corporacin para la gestin ambiental Biodiversa', 'Santiago de Cali, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Corporacin San Jorge', 'Ibagu, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Council for Geosciences', 'South Africa'	280 Pretoria St, Silverton, Pretoria, 0184, South Africa	28.282231	-25.732302	28.280882	28.28358	-25.733651	-25.730953	202
'Crop Research Institute', 'Czechia'	Czechia	15.472962	49.817492	12.090589	18.8592361	48.5518081	51.0557185	277175
'Croydon Natural History and Scientific Society', 'United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Crustacean Collection of the Department of Biology', 'Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Cryobank of Microorganisms', 'Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Cryobank of Microorganisms-Destructors', 'Russia'	Russia	105.318756	61.52401	19.6160999	179	40	82.1673907	3040461
'Cryptogamic Herbarium of Kunming Institute of Botany', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'CSIRO Canberra Rhizobium Collection', 'Australia'	Canberra ACT 2601, Australia	149.1300092	-35.2809368	149.1207312	149.1376675	-35.2873252	-35.2752841	937
'CSIRO Collection of Living Micro-algae', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'CSIRO Insect Pathogen Culture Collection', 'Australia'	Australia	133.775136	-25.274398	100.0911072	166.7429167	-54.8337658	-0.6911344	4283914
'CSIRO National Fish Collection', 'Australia'	Australia	133.775136	-25.274398	100.0911072	166.7429167	-54.8337658	-0.6911344	4283914
'Culture and Information Centre of Industrial Microorganisms of China s Univeristies', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture Collection IBSO', 'Russia'	Russia	105.318756	61.52401	19.6160999	179	40	82.1673907	3040461
'Culture Collection of Algae and Protozoa', 'Oban, United Kingdom'	Scottish Marine Institute, Oban PA37 1QA, United Kingdom	-5.4411761	56.45131	-5.4425251	-5.4398271	56.449961	56.452659	172
'Culture Collection of Algae and Protozoa', 'Oban, United Kingdom'	Scottish Marine Institute, Dunbeg, Oban PA37 1QA, United Kingdom	-5.4418621	56.451777	-5.4432111	-5.4405131	56.450428	56.453126	172
'Culture Collection of Animal Cells', 'Turkey'	Turkey	35.243322	38.963745	25.5377	44.8178449	35.808592	42.3666999	892754
'Culture Collection of Antimicrobial Resistant Microbes', 'Seoul, South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture Collection of Autotrophic Organisms', 'Czechia'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture Collection of Basidiomycetes', 'Czechia'	Czechia	15.472962	49.817492	12.090589	18.8592361	48.5518081	51.0557185	277175
'Culture Collection of Ciliates and their Symbionts', 'Russia'	Russia	105.318756	61.52401	19.6160999	179	40	82.1673907	3040461
'Culture Collection of Cryophilic Algae', 'Germany'	Germany	10.451526	51.165691	5.8663425	15.0418962	47.2701115	55.0815	532990
'Culture Collection of Dairy Microorganisms Laktoflora', 'Czechia'	Czechia	15.472962	49.817492	12.090589	18.8592361	48.5518081	51.0557185	277175
'Culture Collection of Department of Microbiology', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture Collection of Entomogenous Bacteria', 'Czechia'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture Collection of Fungi', 'Czechia'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture Collection of Industrial Microorganisms', 'Portugal'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture Collection of Macromycetes (Basidiomycotina and Ascomycotina)', 'Czechia'	Czechia	15.472962	49.817492	12.090589	18.8592361	48.5518081	51.0557185	277175
'Culture Collection of Microalgae IPPAS', 'Russia'	Russia	105.318756	61.52401	19.6160999	179	40	82.1673907	3040461
'Culture Collection of Microorganisms', 'Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture collection of Pedro Crous', 'Netherlands'	Netherlands	5.291266	52.132633	3.3316	7.2275102	50.7503837	53.6756	205447
'Culture Collection of Phytopathogenic Fungi (Colecao de Culturas de Fungos Fitopatogenicos Prof Maria Menezes)', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Culture Collection of Sichuan Industrial Institute Antibiotics', 'China'	Sichuan, China	102.8054753	30.2638032	97.3480814	108.5467122	26.0458652	34.3129997	702675
'Culture Collection of the Institute of New Antibiotics', 'Russia'	Russia	105.318756	61.52401	19.6160999	179	40	82.1673907	3040461
'Culture Collection of the Research and Development Department', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture Collection Trutnov', 'Czechia'	Trutnov, Czechia	15.9090923	50.5653838	15.8502722	16.010826	50.4944914	50.64789	8921
'Culture Collection, University of Goteborg, Department of Clinical Bacteriology', 'Sweden'	NA	NA	NA	NA	NA	NA	NA	NA
'Culture Scientifique et Technique (CST) Universite de Rennes 1', 'Rennes Cedex, France'	NA	NA	NA	NA	NA	NA	NA	NA
'Cultures Cells for Institute Adolfo Lutz', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Cusino Wildlife Research Station', 'Shingleton, United States'	Cusino, Shingleton, MI 49884, USA	-86.3587722	46.4449591	-86.3747796	-86.3427648	46.4372701	46.452647	1498
'Cusino Wildlife Research Stationtural Resources Department', 'Shingleton, United States'	Cusino State Wildlife Research Area, Shingleton, MI 49884, USA	-86.4794243	46.3588275	-86.4900323	-86.4701196	46.3540825	46.3685751	972
'Custody Museum', 'North Korea'	Pyongyang, North Korea	125.7397882	39.0404784	125.7384392	125.7411372	39.0391294	39.0418274	190
'Czech Collection of Microorganisms', 'Czechia'	Czechia	15.472962	49.817492	12.090589	18.8592361	48.5518081	51.0557185	277175
'Czech National Collection of Type Culturestional Institute of Public Health', 'Praha, Czechia'	Šrobárova 49/48, Vinohrady, 100 00 Praha-Praha 10, Czechia	14.4729138	50.0761205	14.4715648	14.4742628	50.0747715	50.0774695	178
'Dalian Natural History Museum', 'Dalian, China'	40 Xicun St, HeiShiJiao, Shahekou Qu, Dalian Shi, Liaoning Sheng, China	121.561561	38.870318	121.560212	121.56291	38.868969	38.871667	190
'Danish Arctic Station', 'Disko, Greenland'	Disko Island, Greenland	-53.4333802	69.8264669	-54.9765457	-51.8492776	69.2312884	70.3302828	82403
'Danish Mycological Society', 'Denmark'	Denmark	9.501785	56.26392	7.8552001	15.2298	54.4317001	58.02846	229156
'Danish Nature Agency', 'Denmark'	Haraldsgade 53, 2100 København, Denmark	12.553461	55.706541	12.552112	12.55481	55.705192	55.70789	172
'Danish Ornithological Society', 'Denmark'	Vesterbrogade 138, 1620 København, Denmark	12.5418663	55.6707442	12.5405173	12.5432153	55.6693952	55.6720932	173
'Daqing Teachers College', 'Daqing, China'	Xibin W Rd, Ranghulu Qu, Daqing Shi, Heilongjiang Sheng, China, 163453	124.8640957	46.6413426	124.8627467	124.8654447	46.6399936	46.6426916	182
'Darlington and Teesdale Naturalists Field Club', 'Darlington, United Kingdom'	Teesdale Ave, Darlington DL3, UK	-1.5916341	54.520231	-1.5935457	-1.5908478	54.5183099	54.5210078	100
'Delhi University Mycological Herbarium', 'India'	Benito Juarez Rd, South Campus, South Moti Bagh, South Campus, South Moti Bagh, New Delhi, Delhi 110021, India	77.1638282	28.5842523	77.1624792	77.1651772	28.5829033	28.5856013	199
'Delta Institute of Natural History', 'Bowdoin, United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Dep. of Plant Biology (Botany), Faculty of Pharmacy, Univ. Salamanca', 'Salamanca, Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Departamento Cientifico de Zoologia de Vertebrados', 'Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Departamento de Biologia de la Faculdad de Filosofia y Educacion de la Universidad de Chile', 'Chile'	Av - Capitán Ignacio Carrera Pinto 1025, Ñuñoa, Región Metropolitana, Chile	-70.5950496	-33.465325	-70.5963986	-70.5937006	-33.466674	-33.463976	195
'Departamento de Defensa Fitossanitarista', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Departamento de Geologia, Universidad del Pais Vasco', 'Spain'	Barrio Sarriena, s/n, 48940 Leioa, Bizkaia, Spain	-2.9678921	43.3309433	-2.9692411	-2.9665431	43.3295943	43.3322923	186
'Departamento de Microbiologia Lab de Genetica de Microrganismos', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Departamento de Patologia Vegetal', 'Argentina'	Argentina	-63.616672	-38.416097	-73.5603601	-53.637481	-55.1250224	-21.7810459	2002039
'Departamento de Patologia/ICB', 'Brazil'	Universidade Federal de Minas Gerais - Avenida Presidente Antônio Carlos, 6627 - Campus UFMG, Belo Horizonte - MG, 31270-901, Brazil	-43.966674	-19.86821	-43.968023	-43.965325	-19.869559	-19.866861	206
'Departamento de Zoologia, Secretaria da Agricultura', 'Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Departamento Parasitologia', 'Brazil'	Butantã, São Paulo - SP, 03178-200, Brazil	-46.7318281	-23.5675142	-46.7331771	-46.7304791	-23.5688632	-23.5661652	203
'Department of Agricultural Research', 'Gaborone, Botswana'	Gaborone, Botswana	25.9412527	-24.5911683	25.9399037	25.9426017	-24.5925173	-24.5898193	202
'Department of Agriculture and Fisheries', 'Hong Kong SAR China'	Hong Kong	114.109497	22.396428	113.8259001	114.4294999	22.1435	22.561968	37690
'Department of Agriculture Western Australia Plant Pathogen Collection', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Agriculture, Stock and Fisheries', 'Papua New Guinea'	NA	NA	NA	NA	NA	NA	NA	NA
'Department Of Agriculture, Thailand', 'Thailand'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Agriculture, Tunisia', 'Tunisia'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Agriculture, Zimbabwe', 'Zimbabwe'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Animal Science', 'Japan'	310 North Monroe 74078, OSU Cross Country Course, Stillwater, OK 74075, United States	-97.0721661	36.125753	-97.0735151	-97.0708171	36.124404	36.127102	193
'Department of Animal Science', 'Japan'	1364 Eckles Ave, Falcon Heights, MN 55108, USA	-93.1852146	44.9821628	-93.1865636	-93.1838656	44.9808138	44.9835118	184
'Department of Applied Biology, Faculty of science', 'Thailand'	Thailand	100.992541	15.870032	97.343396	105.636812	5.613038	20.465143	707071
'Department of Biochemistry and Microbiology', 'Czechia'	71 Lipman Dr, New Brunswick, NJ 08901, USA	-74.4359379	40.4809441	-74.4372869	-74.4345889	40.4795951	40.4822931	188
'Department of Biologics Research', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'Department of Biology, Faculty of Science', 'Thailand'	San Diego, CA 92161, USA	-117.2421993	32.8759074	-117.2435483	-117.2408503	32.8745584	32.8772564	196
'Department of Biotechnology', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Conservation and Land Management', 'Australia'	Cnr 2 Australia II Drive and Hackett Drive, Crawley WA 6009, Australia	115.822623	-31.984951	115.821274	115.823972	-31.9863	-31.983602	197
'Department of Conservation and Land Management', 'Australia'	17 Dick Perry Ave, Kensington WA 6151, Australia	115.8838889	-31.9962636	115.8825399	115.8852379	-31.9976126	-31.9949146	197
'Department of Entomology', 'United States'	339 Science II, Ames, IA 50011, USA	-93.6463984	42.0301187	-93.6477474	-93.6450494	42.0287697	42.0314677	187
'Department of Fishery, Huazhong Agriculture Collection', 'China'	China, Hubei, Wuhan, Hongshan, 南湖路	114.353035	30.475126	114.351686	114.354384	30.473777	30.476475	198
'Department of Food Science and Technology, Faculty of Agriculture', 'Thailand'	2650 Young Ave, Fayetteville, AR 72704, USA	-94.1732015	36.1004208	-94.1745505	-94.1718525	36.0990718	36.1017698	193
'Department of Forest Sciences', 'Helsinki, Finland'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Geology', 'United Kingdom'	3 S Parks Rd, Oxford OX1 3QR, UK	-1.2544547	51.7585237	-1.2558037	-1.2531057	51.7571747	51.7598727	177
'Department of Harbours and Marine', 'Australia'	Australia	133.775136	-25.274398	100.0911072	166.7429167	-54.8337658	-0.6911344	4283914
'Department of Marine Resources, Zanzibar', 'Tanzania'	Unguja, Tanzania	39.3621196	-6.1357295	39.181637	39.5803896	-6.4781464	-5.7217955	42810
'Department of Microbiology and Immunology', 'Thailand'	Thailand	100.992541	15.870032	97.343396	105.636812	5.613038	20.465143	707071
'Department of Microbiology MUL-B 250', 'Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Microbiology, Songkla University', 'Thailand'	Kho Hong, Hat Yai District, Songkhla 90110, Thailand	100.4990782	7.0058848	100.4977292	100.5004272	7.0045358	7.0072338	211
'Department of Microbiology, Veterinary Branch of National Strain Collection', 'Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Mycology', 'Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Natural Resources, Environment, The Arts and Sport', 'Palmerston, Australia'	25 Chung Wah Terrace, Palmerston City NT 0830, Australia	130.983245	-12.480022	130.981896	130.984594	-12.481371	-12.478673	209
'Department of Natural Resources, Environment, The Arts and Sport, Northern Territory of Australia', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Parasitology', 'United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Plant Resources', 'Kathmandu, Nepal'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Primary Industry', 'Papua New Guinea'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Scientific and Industrial Research', 'New Zealand'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Soil Science, Faculty of Agriculture', 'Thailand'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Vertebrate Zoology', 'Vietnam'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Virology', 'Nigeria'	NA	NA	NA	NA	NA	NA	NA	NA
'Department of Zoology, University Museum', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Dept Agricult Chem Technol', 'Hungary'	Hungary	19.5033041	47.162494	16.1133078	22.8965438	45.7370889	48.585234	299053
'Dept. Research and Forest Experiences of Valonsadero, Regional Government of Castile and Leon', 'Soria, Spain'	Calle Valonsadero, Soria, Spain	-2.4734779	41.768377	-2.4757158	-2.4718514	41.7667859	41.7702867	252
'Desert Ecological Research Unit', 'Namibia'	NA	NA	NA	NA	NA	NA	NA	NA
'Desert Experiment Station of the WIR', 'Repetek, Turkmenistan'	Repetek, Turkmenistan	63.1767033	38.564836	63.1665803	63.1807423	38.5564886	38.5706494	735
'Desert Forestry Experimental Centre', 'Dengkou, China'	Dengkou, Bayan Nur, Inner Mongolia, China	107.008248	40.330524	106.1576845	107.1732464	40.1680573	40.9549873	70735
'Desert Forestry Experimental Centre, Chinese Academy of Forestry', 'Dengkou, China'	Dengkou, Bayan Nur, Inner Mongolia, China	107.008248	40.330524	106.1576845	107.1732464	40.1680573	40.9549873	70735
'Desert Institute, Turkmenistan Academy of Sciences', 'Chardzhou, Turkmenistan'	Turkmenabat, Turkmenistan	63.568808	39.0041313	63.4875871	63.6343575	38.8969115	39.1264648	13829
'Det Kgl Norske Videnskabers Selskab Museet', 'Norway'	NA	NA	NA	NA	NA	NA	NA	NA
'DFP Culture Collection', 'Australia'	Australia	133.775136	-25.274398	100.0911072	166.7429167	-54.8337658	-0.6911344	4283914
'Dinosaur Natural History Museum', 'United States'	2401 Chautauqua Ave, Norman, OK 73072, USA	-97.4490153	35.1944207	-97.4503643	-97.4476663	35.1930717	35.1957697	194
'Dipartimento di Coltivazione e Difesa delle Specie Legnose dell Universita, Sezione Entomologia Agraria', 'Italy'	Via Venti Settembre, 123/A, 00187 Roma RM, Italy	12.4923737	41.9026155	12.4910247	12.4937227	41.9012665	41.9039645	187
'Dipartimento di Entomologia e Zoologia Applicate all Ambiente quot;Carlo Vidanoquot;', 'Italy'	Italy	12.56738	41.87194	6.6267201	18.7975999	35.4897	47.092	762462
'Direccao Geral do Ambiente, Cabinet of Environment, Ministry of Natural Resources and Environment', 'So Tom City, São Tomé & Príncipe'	NA	NA	NA	NA	NA	NA	NA	NA
'Direccion Nacional Forestal, Ministerio de Agricultura y Ganaderia', 'Quito, Ecuador'	Av. Amazonas, Quito 170517, Ecuador	-78.4879049	-0.1926098	-78.4892539	-78.4865559	-0.1939588	-0.1912608	212
'Direccion Nacional Forestal, Ministerio de Agricultura y Ganaderia, Centro Forestal de Conocoto', 'Quito, Ecuador'	Av. Amazonas, Quito 170517, Ecuador	-78.4879049	-0.1926098	-78.4892539	-78.4865559	-0.1939588	-0.1912608	212
'Direction de la Faune et de la Chasse', 'Togo'	Togo	0.824782	8.619543	-0.1440418	1.8089071	6.0812	11.139617	298904
'Direction des Eaux et Forts (DEF)/Ministre de lEnvironnement et des Ressources Forestires', 'Togo'	NA	NA	NA	NA	NA	NA	NA	NA
'Direction des Ressources Forestires (DRF)', 'Lome, Togo'	NA	NA	NA	NA	NA	NA	NA	NA
'Direction Gnrale des Eaux, Forts et Chasse', 'Cotonou, Benin'	NA	NA	NA	NA	NA	NA	NA	NA
'DIRECTION GENERALE  DE LA METEOROLOGIE NATIONALE', 'Lom, Togo'	NA	NA	NA	NA	NA	NA	NA	NA
'Direction Generale de la Statistique et de la Comptabilite Nationale (DGSCN)', 'Lome, Togo'	Lome, Togo	1.2254183	6.1256261	1.1121082	1.3812733	6.1135871	6.2510563	12613
'District Museum, Hamilton District Council', 'Hamilton, United Kingdom'	129 Muir St, Hamilton ML3 6BJ, UK	-4.035023	55.7795566	-4.036372	-4.033674	55.7782076	55.7809056	172
'Divisao de Geologia c Mineralogia', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Division of Biological Sciences, National Research Council of Canada', 'Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Division of Fisheres', 'Laos'	Laos	102.495496	19.85627	100.0832139	107.635094	13.9097198	22.5090449	609113
'Division of Forest Research', 'Kitwe, Zambia'	NA	NA	NA	NA	NA	NA	NA	NA
'Division of Primary Industry', 'Konedobu, Papua New Guinea'	Konedobu, Port Moresby, Papua New Guinea	147.1591142	-9.4644553	147.1560906	147.1658027	-9.4670172	-9.4607408	437
'Division of Primary Industry, Plant Pathology Section', 'Konedobu, Papua New Guinea'	Konedobu, Port Moresby, Papua New Guinea	147.1591142	-9.4644553	147.1560906	147.1658027	-9.4670172	-9.4607408	437
'Division Vector-Borne Infectious Diseases', 'United States'	1600 Clifton Rd, Atlanta, GA 30333, USA	-84.328008	33.7993178	-84.329357	-84.326659	33.7979688	33.8006668	195
'Divisional Forest Office', 'Bambawo via Kenema, Sierra Leone'	Bambawo, Sierra Leone	-11.333905	8.4985	-11.3499124	-11.3178976	8.4874644	8.5095353	2144
'Divisional Forest Office, Forestry Research Office', 'Kenema, Sierra Leone'	NA	NA	NA	NA	NA	NA	NA	NA
'DNA-TAX', 'Germany'	Germany	10.451526	51.165691	5.8663425	15.0418962	47.2701115	55.0815	532990
'DOI/BLM, Billings Curation Center', 'Billings, United States'	5001 Southgate Dr, Billings, MT 59101, USA	-108.5423148	45.7545496	-108.5436638	-108.5409658	45.7532006	45.7558986	183
'Dominick Moth and Butterfly Collection', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'Donetsk Botanical Garden of the National Academy of Sciences of Ukraine', 'Donetsk, Ukraine'	Donetsk Botanical Garden, просп. Ильича, 110, Donetsk, Донецкая, Ukraine, 83000	37.878657	48.009356	37.877308	37.880006	48.008007	48.010705	181
'Dorset Environmental Records Centre', 'United Kingdom'	Dorset History Centre, Bridport Rd, Dorchester DT1 1RP, UK	-2.445048	50.714513	-2.446397	-2.443699	50.713164	50.715862	178
'Dr Alvaro de Castro Provincial Museum', 'Mozambique'	Mozambique	35.529562	-18.665695	30.2155501	41.3965	-26.9612	-10.3128929	1068058
'Drosophila Species Stock Center', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'DSID   (DIRECTION DES STATISTIQUES AGRICOLES, DE LINFORMATIQUE ET DE LA DOCUMENTATION)', 'Lom, Togo'	NA	NA	NA	NA	NA	NA	NA	NA
'Dublin Naturalists Field Club', 'Dublin, Ireland'	Dublin, Ireland	-6.2603097	53.3498053	-6.4474847	-6.0439235	53.2234301	53.4252101	16664
'Dudley and Midland Geological and Scientific Society and Field Club', 'Dudley, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Dumfries and Galloway Natural History and Antiquarian Society', 'Dumfries, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Dundee Naturalists Society', 'Dundee, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Dutch Plant Protection Service, Culture Collection of Plant Pathogenic Bacteria', 'Netherlands'	Netherlands	5.291266	52.132633	3.3316	7.2275102	50.7503837	53.6756	205447
'E coli Genetic Stock Center', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'Earthworm Society of Britain', 'United Kingdom'	United Kingdom	-3.435973	55.378051	-8.8988999	33.9165549	34.5614	60.9157	2250062
'East China Sea Fisheries Institute', 'China'	East China Sea	125.9152074	30.3953462	119.4653562	131.122707	24.0544511	33.2858335	587827
'East Divisional Library', 'Rugby, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Eastern Slovakian (Vychodoslovenske) Museumtural History Department', 'KoIce, Slovakia'	NA	NA	NA	NA	NA	NA	NA	NA
'ECOCEAN', 'Murdoch, Australia'	Murdoch WA 6150, Australia	115.825	-32.071	115.8239554	115.8505642	-32.0797883	-32.058399	979
'Ecole doctorale de biodiversit  et Environnements Tropicaux de l'universit de Toliara', 'Toliara I, Madagascar'	NA	NA	NA	NA	NA	NA	NA	NA
'Ecuadorian Institute of Natural Sciences', 'Ecuador'	Ecuador	-78.183406	-1.831239	-92.6038	-75.1887938	-5.0143509	2.2955	565067
'Edinburgh Natural History Society', 'Edinburgh, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'EEIKO: a control of invasive alien flora species multi-platform application', 'Leioa Bizkaia, Spain'	Dr. Luis Bilbao Líbano, 11, 48940 Leioa, Bizkaia, Spain	-2.985636	43.3233946	-2.986985	-2.984287	43.3220456	43.3247436	186
'Egypt Microbial Culture Collection', 'Egypt'	NA	NA	NA	NA	NA	NA	NA	NA
'Ein Yabrud collection catalogue entries at The Hebrew University', 'Jerusalem, Israel'	NA	NA	NA	NA	NA	NA	NA	NA
'ELASMOCAN, Asociacin Canaria para la Investigacin y Conservacin de los Elasmobranquios', 'Las Palmas de Gran Canaria, Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Ellesmere Chambers, Preston Scientific Society', 'Preston, United Kingdom'	Ellesmere SY12, UK	-2.900338	52.906718	-2.9122303	-2.8817356	52.9009044	52.9242894	1029
'Ellesmere Chambers, Preston Scientific Society', 'Preston, United Kingdom'	Preston, UK	-2.70309	53.763201	-2.7640235	-2.63028	53.748021	53.7924911	4360
'Embrapa Collection of Fungi of Invertebrates', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Emirates Centre for Wildlife Propagation', 'Missour, Morocco'	NA	NA	NA	NA	NA	NA	NA	NA
'Emory and Henry College', 'Emory, United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Empresa Baiana de Desenvolvimento Agricola', 'Salvador, Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Enciclopedia de la Flora Chilena', 'Chile'	Chile	-71.542969	-35.675147	-110.0281	-66.3327	-56.1455	-17.4983291	2078877
'Endemic Species Research Institute', 'Nantou, Taiwan'	NA	NA	NA	NA	NA	NA	NA	NA
'Entomological Laboratory, College of Agriculture', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Entomological Society of Egypt', 'Egypt'	NA	NA	NA	NA	NA	NA	NA	NA
'Entomological Society of Latvia', 'Latvia'	NA	NA	NA	NA	NA	NA	NA	NA
'Entomology Collection, Punjab Agricultural University', 'Pakistan'	Shamsabad, Muree Road، Shamsabad, Rawalpindi, Punjab 46000, Pakistan	73.0814936	33.6492326	73.0801446	73.0828426	33.6478836	33.6505816	195
'Entomology Collection, Punjab Agricultural University', 'Pakistan'	University Main Rd، Faisalabad, Punjab 38000, Pakistan	73.0671994	31.4302863	73.0658504	73.0685484	31.4289373	31.4316353	197
'Eremaea', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'Ernst-Moritz Arndt Collection, Museum der Stadt Greifswald', 'Germany'	NA	NA	NA	NA	NA	NA	NA	NA
'Erster Vorarlberger Coleopterische Verein', 'Austria'	Vorarlberg, Austria	9.9797373	47.2497427	9.53091	10.23689	46.84081	47.59621	43131
'Escuela Nacional Ciencias', 'Mexico'	Prolongación de Carpio y Plan de Ayala s/n, Miguel Hidalgo, Santo Tomás, 11340 Ciudad de México, CDMX, Mexico	-99.1719059	19.4535461	-99.1732549	-99.1705569	19.4521971	19.4548951	206
'Estacao Experimental de Biologia e Piscicultura de Pirassununga', 'Brazil'	Rod. Prefeito Euberto Nemésio Pereira Godói, Km 6.5, S/n - Cachoeira das Emas, Pirassununga - SP, Brazil	-47.3727815	-21.9345839	-47.3741305	-47.3714325	-21.9359329	-21.9332349	204
'Estacion de Biologia Marina del Instituto Tecnologico de Veracruz', 'Mexico'	Carr. Veracruz-Córdoba 12, 94290 Boca del Río, Ver., Mexico	-96.107107	19.0965838	-96.108456	-96.105758	19.0952348	19.0979328	206
'Estacion de Investigaciones Marinas de Margarita, Fundacion La Salle de Ciencias Naturales, Dpto Biologia Marina, Museo Oceanologico Hermano Benigno Roman, Ficoteca', 'Isla De Margarita, Venezuela'	Isla Margarita, Nueva Esparta, Venezuela	-63.9113296	10.9970723	-64.4086673	-63.7768225	10.8611824	11.1799325	25002
'Estacion Experimental Agricola de la Molina', 'Peru'	NA	NA	NA	NA	NA	NA	NA	NA
'Estacion Experimental de Agricolas de la Campara', 'Mexico'	Mexico	-102.552784	23.634501	-118.6523001	-86.5887	14.3895	32.7186534	1859572
'Estacion Experimental de Plantas Medicinales Dr Juan T Roig', 'Gira De Melena, Cuba'	NA	NA	NA	NA	NA	NA	NA	NA
'Estonian Crop Research Institute', 'Jgeva, Estonia'	NA	NA	NA	NA	NA	NA	NA	NA
'Estonian Environment Information Centre', 'Estonia'	NA	NA	NA	NA	NA	NA	NA	NA
'European Arabidopsis Stock Centre', 'United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'European Bird Census Council (EBCC)', 'Nijmegen, Netherlands'	Nijmegen, Netherlands	5.8372264	51.8125626	5.7580163	5.9082971	51.7906823	51.8950418	5982
'European Molecular Biology Laboratory (EMBL)', 'Hinxton, United Kingdom'	Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK	0.1877113	52.0788	0.1863623	0.1890603	52.077451	52.080149	176
'European Molecular Biology Laboratory Australia', 'Australia'	Canberra ACT 0200, Australia	149.118527	-35.2776999	149.117178	149.119876	-35.2790489	-35.2763509	194
'ex-Centro Nacional de Investigacao Cientifica (CNIC)', 'Luanda, Angola'	Luanda, Angola	13.2301756	-8.8146556	13.1580869	13.4101221	-8.9509107	-8.756154	17029
